amount_tsh,gps_height,population,age,public_meeting_True,permit_True,status_group
0.0,1200,0,13.0,1,1,functional needs repair
500.0,1683,120,14.0,1,0,functional
0.0,1608,500,27.0,1,0,functional
0.0,1209,120,10.0,1,1,functional
20.0,958,200,52.0,1,1,functional
0.0,1387,400,55.0,1,1,non functional
0.0,1311,500,17.0,1,0,functional
10.0,1548,400,28.0,1,1,functional
20.0,821,0,13.0,1,1,functional
0.0,108,260,17.0,1,0,non functional
0.0,1526,200,15.0,1,1,non functional
2000.0,1517,1400,31.0,1,0,functional
1000.0,1124,235,31.0,1,1,non functional
500.0,1527,95,38.0,1,1,functional
0.0,-32,50,15.0,1,0,non functional
0.0,1889,150,14.0,1,1,non functional
0.0,1460,250,26.0,1,0,functional
0.0,1777,150,32.0,1,1,functional
50.0,1425,235,16.0,1,1,non functional
2000.0,1407,1,38.0,1,1,functional
0.0,1347,358,12.0,1,1,functional needs repair
0.0,1322,146,24.0,1,1,non functional
0.0,2010,0,37.0,0,0,functional
0.0,1832,200,12.0,1,1,functional
250.0,1081,650,22.0,1,1,functional needs repair
0.0,236,300,38.0,1,1,functional needs repair
0.0,1183,1,17.0,1,1,functional
0.0,1584,320,57.0,1,1,non functional
0.0,1264,160,14.0,1,0,functional
0.0,1613,1,25.0,1,1,functional
10.0,435,150,24.0,1,1,functional
0.0,1421,1,14.0,1,1,functional
0.0,1276,150,11.0,1,1,functional
500.0,356,200,14.0,1,0,functional
5.0,1167,40,15.0,1,1,functional
0.0,1371,1,50.0,0,1,non functional
50.0,100,250,13.0,1,0,functional
4700.0,1242,76,36.0,1,1,functional
0.0,1403,771,11.0,1,1,functional
0.0,1370,100,19.0,1,1,functional
200.0,963,250,38.0,1,1,functional
0.0,1082,455,16.0,1,1,functional
0.0,843,1,19.0,1,1,non functional
0.0,1027,500,37.0,0,1,non functional
250.0,1569,650,13.0,1,1,non functional
500.0,1300,60,14.0,1,1,functional
0.0,1338,1,25.0,0,0,non functional
33.0,703,75,14.0,1,1,functional
500.0,1451,258,44.0,1,1,functional needs repair
200.0,932,75,22.0,1,1,functional
0.0,1459,34,20.0,1,1,functional
500.0,1743,150,32.0,1,1,non functional
30.0,403,500,40.0,1,1,functional
0.0,-8,40,52.0,1,0,non functional
0.0,1097,55,44.0,0,1,functional
0.0,1337,1100,15.0,1,0,functional needs repair
0.0,724,0,34.0,1,1,non functional
500.0,1277,15,42.0,1,1,non functional
50.0,-3,5,22.0,1,1,functional
0.0,349,180,13.0,1,1,functional
3000.0,1940,155,29.0,1,1,functional
30.0,67,678,12.0,0,0,functional
0.0,1483,150,13.0,1,1,functional
0.0,1704,1,60.0,1,1,functional
0.0,1509,90,15.0,1,1,non functional
200.0,1505,80,46.0,1,1,non functional
0.0,1776,300,39.0,1,1,functional
2000.0,1672,1,39.0,1,0,non functional
5.0,852,100,23.0,1,1,functional
0.0,-55,50,15.0,1,0,non functional
1000.0,2087,0,48.0,0,0,functional
0.0,1280,80,11.0,1,1,non functional
100.0,738,60,12.0,1,1,functional
0.0,1356,280,19.0,1,0,functional
0.0,1600,80,12.0,1,0,functional
0.0,-15,40,22.0,1,0,non functional
6000.0,1034,0,11.0,1,1,functional
0.0,1624,240,13.0,1,1,functional
0.0,315,100,25.0,1,1,non functional
5.0,1179,35,15.0,1,1,functional
0.0,903,500,30.0,1,1,functional
0.0,1821,150,30.0,1,0,functional
0.0,1471,1,10.0,0,1,non functional
0.0,772,1,16.0,0,1,non functional
0.0,352,1600,47.0,1,1,non functional
2200.0,1722,630,39.0,1,1,functional
0.0,408,1,18.0,1,1,non functional
0.0,1211,3000,13.0,1,1,functional
0.0,1003,0,29.0,1,1,non functional
0.0,1538,1,46.0,0,1,non functional
0.0,1653,1,13.0,1,1,non functional
0.0,134,1,40.0,1,1,non functional
0.0,1237,1,40.0,1,1,functional needs repair
750.0,1302,120,32.0,1,1,non functional
0.0,1315,1000,17.0,1,1,functional
0.0,1682,1,37.0,1,1,functional
0.0,1288,150,35.0,1,0,non functional
0.0,1518,325,22.0,1,0,functional needs repair
500.0,1300,21,42.0,1,1,functional needs repair
0.0,84,300,22.0,1,0,non functional
0.0,30,200,13.0,1,0,non functional
3000.0,1149,452,44.0,1,1,non functional
500.0,1266,650,44.0,1,0,non functional
0.0,1290,180,50.0,1,0,non functional
25.0,959,206,10.0,1,1,functional
500.0,756,130,11.0,1,1,functional needs repair
100.0,773,1500,61.0,1,0,functional
0.0,1698,0,22.0,0,1,functional
0.0,1537,200,37.0,1,0,non functional
250.0,1377,1400,26.0,1,1,functional
0.0,1375,120,34.0,1,0,functional
20.0,223,40,19.0,1,1,functional
50.0,12,20,12.0,1,1,functional
0.0,1472,1,16.0,1,1,functional
30.0,407,150,52.0,1,1,non functional
600.0,801,669,13.0,1,1,functional needs repair
0.0,510,80,35.0,1,1,non functional
0.0,538,180,11.0,0,1,functional
300.0,761,1,37.0,1,1,functional
0.0,36,735,15.0,1,0,non functional
50.0,117,30,17.0,1,1,functional
0.0,1395,95,10.0,1,1,functional
0.0,1001,62,44.0,0,1,non functional
0.0,1378,98,16.0,1,1,functional
0.0,1306,340,10.0,1,1,functional
100.0,823,60,11.0,1,1,non functional
1000.0,2180,15,22.0,1,0,functional
2000.0,1502,150,37.0,1,0,functional
0.0,386,1,21.0,1,1,functional
0.0,56,50,22.0,1,0,non functional
0.0,1581,100,50.0,0,1,functional needs repair
0.0,1374,12,12.0,1,0,functional
5.0,1089,30,23.0,1,1,non functional
0.0,1721,1,29.0,1,1,non functional
100.0,1418,200,22.0,1,1,functional
250.0,1267,650,20.0,1,1,functional
20.0,1409,643,15.0,1,1,functional
30.0,908,200,22.0,1,1,non functional
500.0,315,200,14.0,1,1,functional needs repair
1000.0,1655,40,10.0,1,0,non functional
0.0,934,350,12.0,1,0,functional
200.0,2098,0,32.0,1,0,functional
0.0,832,560,40.0,1,1,functional
2000.0,2200,0,14.0,1,1,functional
100.0,37,60,14.0,1,1,functional
2000.0,1084,15,50.0,1,1,functional
0.0,1806,600,24.0,1,1,functional
0.0,1127,1,19.0,1,1,functional
100.0,1148,200,29.0,1,1,non functional
0.0,720,1,11.0,0,0,non functional
0.0,1655,80,19.0,1,1,functional
0.0,220,400,46.0,1,1,non functional
0.0,1094,1,16.0,1,1,functional
0.0,235,1300,38.0,1,1,non functional
0.0,199,75,22.0,1,1,functional needs repair
0.0,1314,530,33.0,1,0,non functional
0.0,303,375,61.0,1,0,non functional
0.0,1471,342,28.0,1,1,non functional
0.0,1398,1,50.0,0,1,non functional
500.0,850,600,37.0,1,1,functional needs repair
500.0,1731,85,44.0,1,1,functional needs repair
250.0,2348,0,36.0,1,0,functional
0.0,185,1,10.0,1,1,non functional
500.0,1847,150,32.0,1,1,functional needs repair
30.0,162,50,12.0,0,1,functional
1000.0,2026,15,16.0,1,0,functional
0.0,1757,1,30.0,1,1,functional
7.0,1445,1,14.0,1,1,non functional
0.0,1357,1,26.0,0,0,non functional
0.0,1557,150,62.0,1,1,functional
3000.0,1109,200,32.0,1,1,functional
200.0,1316,35,42.0,1,0,functional
200.0,318,200,14.0,1,1,non functional
50.0,1342,900,14.0,1,1,non functional
50.0,562,350,42.0,1,1,non functional
0.0,1733,1,37.0,1,1,functional
0.0,324,1,42.0,1,1,non functional
200.0,2137,0,48.0,1,0,functional
1000.0,309,360,12.0,1,1,functional
500.0,1800,123,10.0,1,1,functional
10.0,1658,200,13.0,1,1,functional
3000.0,1954,225,28.0,1,0,functional
0.0,1018,40,48.0,0,1,functional
1000.0,1095,243,31.0,1,1,functional
0.0,845,120,39.0,1,1,non functional
0.0,372,620,13.0,1,1,non functional
300.0,207,400,17.0,1,0,functional
0.0,1614,200,24.0,1,1,functional
0.0,91,120,46.0,1,1,non functional
25.0,1109,300,12.0,1,1,non functional
1000.0,350,1,27.0,1,1,functional
10.0,722,35,21.0,1,1,functional
0.0,303,75,55.0,1,0,functional
1000.0,2134,25,27.0,1,1,functional
200.0,1757,75,21.0,1,0,functional
0.0,1402,370,13.0,1,1,functional
0.0,1309,360,11.0,1,1,non functional
200.0,1087,145,16.0,1,1,functional needs repair
0.0,108,250,24.0,1,1,non functional
50.0,17,15,20.0,0,1,non functional
0.0,312,300,26.0,1,1,functional
500.0,1655,55,44.0,1,1,functional
300.0,2073,0,27.0,1,0,functional
2000.0,1002,0,31.0,1,1,functional
20.0,164,1,39.0,0,0,functional
0.0,1723,75,31.0,1,0,functional
100.0,2137,0,33.0,1,0,functional
0.0,393,1,40.0,1,1,functional
500.0,1467,525,24.0,1,1,non functional
0.0,1336,800,40.0,1,1,functional
600.0,817,155,13.0,1,1,functional needs repair
0.0,1421,600,21.0,1,0,non functional
5.0,1228,65,23.0,1,1,functional
0.0,1256,1,12.0,1,1,functional
20.0,140,100,19.0,1,1,functional
0.0,286,400,18.0,1,1,functional
5000.0,1641,209,14.0,1,1,functional
0.0,1580,205,14.0,1,1,functional needs repair
50.0,45,20,15.0,0,0,functional
0.0,-4,250,15.0,1,0,non functional
0.0,487,150,32.0,1,1,non functional
0.0,380,60,21.0,1,1,functional needs repair
500.0,1078,200,35.0,1,0,functional
500.0,1674,80,16.0,1,0,functional
250.0,1374,250,20.0,1,1,functional
50.0,-23,60,12.0,1,1,functional
0.0,706,780,32.0,1,1,non functional
0.0,238,1000,38.0,1,1,functional
0.0,-9,1,23.0,1,0,non functional
0.0,1493,99,17.0,1,0,functional
0.0,206,600,39.0,1,0,non functional
0.0,1231,300,22.0,1,1,functional needs repair
0.0,66,1,12.0,1,1,functional
100.0,423,490,28.0,1,1,functional
0.0,1103,100,35.0,1,1,functional needs repair
0.0,328,1,47.0,1,1,non functional
500.0,997,160,17.0,1,1,functional needs repair
0.0,855,1,48.0,0,1,non functional
0.0,560,1,38.0,1,0,non functional
10.0,1259,60,23.0,1,1,functional
0.0,1378,1,21.0,1,1,functional
500.0,1199,1,27.0,0,1,functional
0.0,324,1,50.0,1,1,non functional
500.0,1851,450,13.0,1,1,functional
0.0,1183,150,16.0,1,1,non functional
200.0,844,219,37.0,1,1,non functional
10.0,1343,65,23.0,1,1,functional
10.0,1544,200,20.0,1,1,functional
50.0,1418,200,12.0,1,1,functional
1000.0,967,0,45.0,1,1,non functional
1000.0,0,1060,27.0,1,1,non functional
10.0,805,1000,51.0,0,1,non functional
200.0,369,210,40.0,1,1,functional
0.0,1682,150,22.0,1,1,functional
0.0,466,120,40.0,1,1,non functional
500.0,1830,2300,31.0,1,1,functional
0.0,2117,300,16.0,1,1,non functional
1500.0,687,100,11.0,1,1,functional
500.0,1160,965,13.0,1,0,functional
6.0,1295,20,14.0,1,1,functional
0.0,271,200,49.0,1,1,non functional
3000.0,667,1,26.0,1,0,functional needs repair
3000.0,1939,275,28.0,1,0,functional
0.0,1286,250,15.0,1,1,functional
1000.0,1680,48,18.0,1,0,functional
10.0,-8,640,13.0,1,1,functional needs repair
200.0,355,150,31.0,1,1,functional
0.0,258,200,55.0,1,0,functional
0.0,1450,150,19.0,1,1,functional
0.0,1491,150,22.0,1,1,functional
50.0,76,1,17.0,0,1,functional
50.0,36,126,13.0,1,0,functional needs repair
250.0,1700,420,45.0,1,0,functional needs repair
30.0,936,300,52.0,1,1,non functional
0.0,1707,350,54.0,1,1,functional
1000.0,1438,70,14.0,1,1,non functional
30.0,-4,440,17.0,1,1,functional
300.0,1380,35,27.0,1,1,non functional
20.0,16,1,11.0,1,1,functional
500.0,656,750,10.0,1,0,functional
20.0,171,1,39.0,0,0,functional
20.0,869,130,35.0,1,1,functional
0.0,204,800,39.0,1,0,non functional
0.0,1142,1,42.0,1,1,non functional
0.0,1208,150,44.0,1,1,non functional
8000.0,1513,0,25.0,1,1,functional
0.0,252,960,25.0,1,1,functional
500.0,495,200,9.0,1,1,non functional
500.0,950,300,50.0,1,1,non functional
50.0,179,80,12.0,0,1,functional
30.0,1032,1500,18.0,1,1,functional
0.0,1231,1,46.0,0,1,non functional
0.0,1235,1,52.0,1,1,non functional
0.0,335,1,38.0,1,1,non functional
0.0,241,260,17.0,1,1,functional
20.0,279,100,14.0,1,1,functional
0.0,348,300,14.0,1,0,functional
500.0,1623,45,44.0,1,1,functional
0.0,904,1,48.0,0,1,non functional
0.0,269,300,25.0,1,1,non functional
0.0,1401,350,44.0,1,0,non functional
500.0,235,50,18.0,1,1,functional needs repair
50.0,843,600,40.0,1,1,non functional
1000.0,1426,189,35.0,1,1,non functional
0.0,489,1,15.0,1,1,non functional
25.0,716,150,14.0,1,1,functional
200.0,619,240,14.0,1,1,non functional
0.0,1640,1,15.0,1,1,functional
0.0,1491,1,42.0,1,1,non functional
0.0,1150,150,59.0,1,1,functional
5000.0,1145,260,34.0,1,1,functional
300.0,4,1,48.0,1,1,functional
2500.0,1765,300,35.0,1,1,functional
0.0,-42,140,22.0,1,0,functional
0.0,1258,120,19.0,1,1,non functional
500.0,518,60,30.0,1,1,non functional
20.0,114,200,43.0,0,0,non functional
20.0,386,1,13.0,0,1,functional
0.0,2626,180,19.0,1,1,functional
0.0,1002,100,22.0,1,1,functional
0.0,99,2683,20.0,1,1,non functional
5.0,1257,30,15.0,1,1,functional
0.0,340,76,12.0,1,1,functional
1000.0,1754,150,28.0,1,1,functional
0.0,52,60,49.0,1,0,non functional
0.0,0,1,11.0,1,0,non functional
0.0,1608,400,49.0,1,1,functional
0.0,36,200,18.0,1,0,non functional
0.0,1019,450,30.0,1,1,non functional
0.0,1982,330,11.0,1,0,functional
0.0,1386,1,48.0,1,1,functional
0.0,1213,350,49.0,1,1,functional needs repair
0.0,1200,660,15.0,1,1,functional needs repair
0.0,1399,1,12.0,1,1,functional
5.0,1421,10,15.0,0,1,functional
2000.0,1406,150,38.0,1,1,functional
0.0,1181,230,57.0,1,1,functional
0.0,0,100,51.0,1,1,functional
20.0,0,150,38.0,1,1,functional
7.0,390,60,13.0,1,0,non functional
50.0,172,30,19.0,0,1,functional
100.0,66,1,13.0,1,1,non functional
300.0,424,1,34.0,1,0,functional
1000.0,1215,850,32.0,1,1,functional
0.0,1623,350,50.0,1,1,functional
5.0,1508,30,15.0,1,1,functional
0.0,51,1,15.0,1,1,functional
50.0,1112,1500,14.0,1,0,functional
0.0,502,400,32.0,1,0,functional
0.0,193,1,23.0,1,0,functional
0.0,1254,1152,14.0,0,0,functional
2000.0,1586,80,14.0,1,0,functional
0.0,1699,300,50.0,1,1,non functional
5000.0,2066,300,47.0,1,1,functional
0.0,0,30,51.0,1,1,functional
0.0,1416,2000,19.0,1,0,non functional
0.0,274,584,15.0,1,1,functional
250.0,1106,1250,15.0,1,0,functional
500.0,1850,112,13.0,1,1,functional
30.0,1524,233,14.0,1,1,functional
0.0,203,253,29.0,1,1,non functional
250.0,1235,200,16.0,1,1,functional
0.0,1807,1,37.0,1,1,functional needs repair
0.0,1183,30,14.0,1,1,functional
0.0,1523,130,47.0,1,1,functional needs repair
3000.0,1655,250,38.0,1,0,functional
200.0,1793,0,14.0,1,0,functional
500.0,286,130,40.0,1,1,functional
20.0,804,12,14.0,1,1,functional
20.0,976,150,13.0,1,1,non functional
0.0,855,50,39.0,1,1,non functional
300.0,793,130,16.0,0,1,functional needs repair
0.0,0,150,51.0,1,1,functional
0.0,267,800,19.0,1,1,non functional
0.0,434,1,40.0,1,1,functional
0.0,393,1,11.0,1,1,non functional
0.0,1750,125,13.0,1,1,functional
0.0,1400,123,10.0,1,1,functional
0.0,1536,1,23.0,1,1,functional
4000.0,937,1,32.0,1,1,functional
500.0,1881,150,32.0,1,1,functional
0.0,1446,1,37.0,1,1,non functional
0.0,1725,850,36.0,0,0,functional
0.0,1227,60,27.0,1,1,functional
0.0,1018,150,38.0,0,1,non functional
0.0,989,236,48.0,1,1,non functional
0.0,314,35,27.0,1,1,functional
1500.0,732,50,12.0,1,1,functional
500.0,1251,300,16.0,1,0,functional
500.0,891,566,37.0,1,1,non functional
20.0,203,80,19.0,1,1,functional
0.0,423,1,38.0,1,1,non functional
0.0,1283,430,15.0,1,1,functional
30.0,296,150,13.0,1,1,functional
20.0,700,150,47.0,1,1,functional
0.0,353,20,17.0,1,1,functional
0.0,157,1200,29.0,1,1,non functional
1000.0,560,1,24.0,1,0,functional needs repair
10.0,442,150,25.0,1,1,functional
100.0,-1,30,19.0,1,1,functional
0.0,1498,1,17.0,1,1,functional
25.0,51,102,12.0,1,0,functional
0.0,1069,500,11.0,1,1,non functional
0.0,1613,120,20.0,1,1,non functional
450.0,1304,60,27.0,1,1,non functional
500.0,1369,55,17.0,1,0,functional
0.0,1406,450,12.0,1,0,functional
0.0,1974,0,22.0,1,0,functional
1000.0,1609,1,39.0,1,1,functional
20.0,236,60,19.0,1,1,functional
0.0,1534,1,46.0,0,1,non functional
0.0,371,1,44.0,1,1,non functional
20.0,250,30,19.0,1,1,non functional
0.0,1931,500,38.0,1,1,non functional
50.0,-19,50,14.0,1,1,functional
50.0,-20,800,16.0,1,1,functional
500.0,1706,45,44.0,1,1,functional
1500.0,2200,90,15.0,1,1,functional
0.0,1184,1,15.0,1,1,functional needs repair
0.0,1268,123,40.0,1,1,non functional
20.0,970,150,42.0,1,1,functional
0.0,307,300,26.0,1,1,functional
0.0,128,330,14.0,1,0,non functional
250.0,1335,320,34.0,1,1,functional
0.0,1116,50,50.0,1,1,functional
250.0,1237,230,22.0,1,1,non functional
0.0,1522,40,12.0,1,0,functional
0.0,51,500,52.0,1,1,non functional
0.0,533,1,48.0,1,1,non functional
0.0,1517,150,32.0,1,1,non functional
500.0,1582,250,13.0,1,0,functional
0.0,70,1,27.0,1,0,non functional
0.0,1245,150,18.0,1,0,functional
0.0,1265,450,28.0,1,0,non functional
10.0,1299,135,23.0,1,1,functional
1000.0,1757,80,16.0,1,0,functional
0.0,1180,250,14.0,1,0,non functional
0.0,1789,600,14.0,1,0,non functional
50.0,1503,200,22.0,1,1,non functional
0.0,711,100,48.0,1,0,non functional
0.0,1964,850,39.0,1,1,non functional
300.0,-25,200,37.0,1,1,functional
20.0,894,250,13.0,1,1,non functional
50.0,77,397,12.0,1,0,non functional
200.0,347,150,39.0,1,1,functional needs repair
0.0,1324,1,13.0,1,1,functional
0.0,332,1,38.0,1,1,functional
0.0,1369,400,14.0,1,1,functional
200.0,1750,40,21.0,1,0,non functional
0.0,998,260,26.0,1,1,functional
0.0,320,1,41.0,1,1,non functional
250.0,1312,410,34.0,1,1,functional
0.0,1473,1,11.0,1,1,functional
0.0,888,560,27.0,1,1,functional
700.0,1302,500,29.0,1,0,non functional
1200.0,757,1,30.0,1,0,functional
0.0,1638,15,14.0,1,0,functional
100.0,737,150,12.0,1,1,functional
0.0,169,250,37.0,1,1,functional needs repair
2000.0,1005,1,33.0,1,1,non functional
0.0,957,250,23.0,1,0,non functional
1000.0,980,750,31.0,1,1,functional
0.0,1216,50,48.0,1,1,functional needs repair
50.0,3,30,12.0,0,0,functional
500.0,258,80,56.0,1,1,functional
0.0,396,1,46.0,1,1,non functional
0.0,1286,70,37.0,1,1,non functional
0.0,1410,200,10.0,1,1,functional
500.0,441,126,16.0,1,1,functional
200.0,1465,400,34.0,1,1,functional
0.0,-25,700,10.0,1,1,non functional
10.0,1414,35,23.0,1,1,functional
0.0,1320,89,22.0,1,1,non functional
0.0,630,20,38.0,1,1,non functional
1000.0,750,80,48.0,1,1,non functional
0.0,454,80,50.0,1,0,functional
6.0,1317,25,14.0,1,1,functional
0.0,240,210,34.0,1,0,functional
6000.0,1344,65,23.0,1,0,functional
0.0,226,1,40.0,1,1,non functional
500.0,995,156,40.0,1,1,functional needs repair
6000.0,1410,1,28.0,1,1,non functional
10000.0,1384,1,10.0,1,1,functional
0.0,278,1000,34.0,1,1,functional
10.0,824,10,21.0,1,1,functional
0.0,2262,1,26.0,1,0,non functional
4000.0,215,180,51.0,1,0,functional
0.0,4,150,28.0,1,1,non functional
50.0,1219,250,44.0,1,1,non functional
0.0,174,300,14.0,1,0,functional
0.0,466,200,45.0,1,1,non functional
0.0,1907,1,46.0,0,1,non functional
200.0,1227,1230,27.0,1,0,non functional
0.0,1079,130,27.0,1,1,non functional
25.0,705,75,14.0,1,1,functional
0.0,932,85,31.0,1,0,functional
0.0,631,30,38.0,1,1,non functional
0.0,-26,140,22.0,1,0,non functional
0.0,1562,291,15.0,1,1,functional
300.0,303,90,11.0,1,1,functional
0.0,1547,245,27.0,1,1,functional
1500.0,503,1,22.0,1,0,functional
0.0,1437,40,18.0,1,0,non functional
0.0,1370,120,23.0,1,0,functional
100.0,99,1,12.0,0,1,functional
0.0,315,70,44.0,1,0,functional needs repair
0.0,311,1,12.0,1,1,non functional
0.0,1018,750,50.0,1,1,functional
1000.0,1336,325,36.0,1,1,functional
500.0,1565,35,13.0,1,0,functional
0.0,1147,120,13.0,1,1,functional
0.0,419,350,28.0,1,1,functional
1000.0,1337,120,27.0,1,1,functional needs repair
0.0,377,980,35.0,1,0,functional
0.0,1466,350,11.0,1,1,functional
0.0,38,214,10.0,1,1,non functional
0.0,0,300,51.0,1,1,functional
0.0,1607,125,13.0,1,1,functional
20.0,1615,202,19.0,1,1,non functional
0.0,1468,30,46.0,0,1,functional needs repair
5.0,949,1,23.0,1,1,non functional
500.0,970,112,40.0,1,1,functional
0.0,80,120,22.0,1,1,non functional
2000.0,1436,235,15.0,1,1,functional
0.0,1637,30,14.0,1,0,functional
50.0,1145,1500,11.0,1,0,functional
0.0,1202,1,21.0,1,1,functional
3000.0,2060,133,22.0,1,0,functional
0.0,1067,1,48.0,0,1,non functional
0.0,778,200,52.0,1,1,non functional
200.0,411,150,18.0,1,1,functional
0.0,1479,950,14.0,1,1,non functional
300.0,-9,1,48.0,1,1,non functional
0.0,278,1050,13.0,1,1,functional
0.0,1193,1,19.0,1,1,functional
100.0,2096,0,22.0,1,0,functional
0.0,1346,1,46.0,0,1,non functional
1000.0,2134,50,22.0,1,0,functional
500.0,1764,150,17.0,1,1,functional
500.0,1396,75,44.0,1,1,functional
500.0,746,130,11.0,1,1,functional needs repair
0.0,2,236,26.0,1,1,non functional
5.0,1161,35,15.0,1,1,functional
500.0,1403,36,44.0,1,1,functional
0.0,1468,150,20.0,1,1,non functional
200.0,1805,1,44.0,1,1,non functional
0.0,1510,150,24.0,1,1,non functional
4000.0,1240,250,35.0,1,1,functional
200.0,1001,344,16.0,1,1,functional
0.0,1171,315,14.0,1,1,non functional
500.0,1336,1,34.0,1,1,non functional
0.0,1147,600,49.0,1,0,non functional
2000.0,1065,240,29.0,1,1,non functional
20000.0,1489,150,27.0,1,1,non functional
0.0,1227,240,15.0,1,1,functional needs repair
250.0,1278,370,18.0,1,1,functional needs repair
0.0,1391,200,13.0,1,1,functional
500.0,1409,75,44.0,1,1,functional needs repair
500.0,1052,89,40.0,1,1,non functional
500.0,1534,150,44.0,1,1,non functional
2000.0,1506,300,37.0,1,0,functional
0.0,0,1,15.0,1,1,functional
30.0,38,6922,12.0,1,0,functional
20.0,0,50,13.0,1,1,non functional
250.0,1109,470,39.0,1,1,non functional
1200.0,1228,650,20.0,1,1,functional
0.0,1116,179,38.0,1,1,non functional
50.0,1400,268,13.0,1,1,non functional
0.0,327,100,12.0,1,1,functional
0.0,115,900,40.0,1,1,functional
0.0,162,300,15.0,1,0,functional
0.0,1286,500,17.0,1,0,non functional
0.0,994,0,44.0,1,1,non functional
500.0,1341,1,34.0,1,1,functional
0.0,-32,89,52.0,1,0,non functional
0.0,2186,30,18.0,1,1,functional
0.0,1240,480,10.0,1,1,functional
0.0,1545,1,29.0,1,1,functional
0.0,1323,100,32.0,1,1,non functional
20.0,225,110,15.0,1,1,functional
0.0,1267,400,10.0,1,0,functional
500.0,327,230,16.0,1,1,functional
0.0,1546,87,10.0,1,1,functional
0.0,1566,1,14.0,1,1,non functional
0.0,1471,1,19.0,1,1,functional
1000.0,999,400,19.0,1,1,non functional
200.0,655,180,15.0,1,1,functional
0.0,0,1,43.0,1,0,non functional
50.0,1137,250,30.0,1,1,non functional
0.0,1290,35,42.0,1,0,functional
50.0,709,1,11.0,1,0,functional needs repair
1000.0,915,300,31.0,1,1,functional
0.0,-12,60,15.0,1,0,non functional
0.0,1386,140,23.0,1,1,non functional
0.0,881,10,19.0,1,1,functional
600.0,968,560,14.0,1,1,functional needs repair
0.0,1791,120,12.0,1,1,functional
1000.0,1718,1,35.0,1,1,non functional
2000.0,1594,1,38.0,1,0,non functional
0.0,645,250,37.0,1,1,functional
0.0,869,350,39.0,1,1,non functional
0.0,1242,350,21.0,1,0,non functional
0.0,1091,150,42.0,1,1,functional
0.0,1322,1,50.0,0,1,non functional
450.0,1314,80,27.0,1,1,functional
12000.0,1021,1250,20.0,1,1,functional
0.0,1180,150,39.0,1,0,non functional
0.0,155,483,39.0,1,0,functional
0.0,374,250,19.0,1,0,functional
0.0,1290,1950,46.0,1,1,functional
0.0,1866,210,13.0,1,1,functional needs repair
500.0,1576,350,13.0,1,0,functional
0.0,139,200,18.0,1,0,functional
0.0,433,90,13.0,1,1,functional
50.0,953,0,13.0,1,1,functional
0.0,-42,210,20.0,1,1,functional
2000.0,961,1,30.0,1,1,functional
300.0,265,190,16.0,1,1,functional
100.0,861,400,35.0,1,1,functional needs repair
30.0,64,150,15.0,0,0,non functional
40.0,287,40,12.0,0,1,functional
0.0,726,1,46.0,1,1,functional
0.0,661,180,37.0,1,1,non functional
500.0,1703,57,44.0,1,1,non functional
450.0,1283,100,27.0,1,1,functional
0.0,1395,53,44.0,1,1,functional
500.0,1955,90,13.0,1,1,functional
100.0,359,750,26.0,1,1,functional
0.0,423,1,42.0,1,0,non functional
0.0,1424,480,24.0,1,1,non functional
0.0,974,0,44.0,1,1,functional needs repair
0.0,1380,100,41.0,1,1,non functional
0.0,1352,1,9.0,1,0,non functional
50.0,-26,600,16.0,1,1,functional
0.0,1074,50,38.0,1,1,non functional
0.0,1348,30,11.0,0,0,functional
0.0,856,1,44.0,1,0,non functional
300.0,673,315,25.0,1,1,non functional
1200.0,1646,0,22.0,1,1,functional
50.0,167,25,11.0,0,1,functional
8000.0,1475,0,25.0,1,1,functional
0.0,422,150,28.0,1,1,functional
100.0,2152,0,20.0,1,0,functional
10.0,1651,45,23.0,1,1,functional
0.0,319,120,25.0,1,1,non functional
0.0,1782,400,14.0,1,0,functional
500.0,1290,20,42.0,1,1,functional
0.0,93,250,25.0,1,1,functional
200.0,310,800,27.0,1,1,functional
0.0,40,360,21.0,1,0,functional
50.0,93,1,14.0,0,1,functional
0.0,1324,230,36.0,1,1,functional
10.0,301,1500,43.0,1,1,non functional
5000.0,1840,650,39.0,1,0,functional
0.0,1224,120,11.0,1,1,functional
1200.0,770,1,30.0,1,0,non functional
0.0,2337,0,44.0,1,0,functional
0.0,2158,500,17.0,1,1,non functional
0.0,327,80,46.0,1,1,non functional
500.0,1509,245,15.0,1,1,non functional
0.0,0,40,51.0,1,1,functional
0.0,196,1,40.0,1,1,non functional
100.0,1018,300,28.0,1,0,non functional
0.0,1613,1,13.0,1,1,non functional
0.0,1745,1,30.0,1,1,non functional
1000.0,1292,208,27.0,1,1,functional needs repair
6.0,1418,55,14.0,1,1,functional
0.0,51,100,37.0,1,1,non functional
50.0,236,150,11.0,1,1,functional
0.0,967,360,29.0,1,0,functional
20.0,1602,223,19.0,1,0,non functional
0.0,391,150,43.0,1,0,non functional
0.0,153,150,14.0,1,0,functional
200.0,221,250,15.0,1,1,functional
3000.0,605,1,28.0,1,0,non functional
600.0,797,522,13.0,1,1,functional needs repair
0.0,861,650,30.0,1,0,functional needs repair
0.0,330,1,12.0,1,1,non functional
0.0,894,1,29.0,1,1,functional
50.0,-23,100,17.0,1,0,functional
1200.0,1048,0,32.0,1,1,functional
0.0,1347,100,13.0,1,1,functional
500.0,556,1,24.0,1,0,non functional
